path,type,level,section,de,cau,option,language,key,alias,text,mode,status,error,route
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_3_b.png,nghe,topik2,listen,64,3,b,ko,type=nghe|level=topik2|cau=3|opt=b|lang=ko,topik2_listen_64_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_a.png,nghe,topik2,listen,36,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_36_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/36_2_a.png,nghe,topik2,listen,36,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_36_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_a.png,nghe,topik2,listen,83,1,a,en,type=nghe|level=topik2|cau=1|opt=a|lang=en,topik2_listen_83_1_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_a.png,nghe,topik2,listen,83,1,a,ko,type=nghe|level=topik2|cau=1|opt=a|lang=ko,topik2_listen_83_1_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_b.png,nghe,topik2,listen,83,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_83_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_b.png,nghe,topik2,listen,83,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_83_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_b.png,nghe,topik2,listen,47,3,b,en,type=nghe|level=topik2|cau=3|opt=b|lang=en,topik2_listen_47_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_3_b.png,nghe,topik2,listen,47,3,b,ko,type=nghe|level=topik2|cau=3|opt=b|lang=ko,topik2_listen_47_3_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_2_c.png,nghe,topik2,listen,47,2,c,en,type=nghe|level=topik2|cau=2|opt=c|lang=en,topik2_listen_47_2_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/47_2_c.png,nghe,topik2,listen,47,2,c,ko,type=nghe|level=topik2|cau=2|opt=c|lang=ko,topik2_listen_47_2_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_d.png,nghe,topik2,listen,37,3,d,en,type=nghe|level=topik2|cau=3|opt=d|lang=en,topik2_listen_37_3_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_3_d.png,nghe,topik2,listen,37,3,d,ko,type=nghe|level=topik2|cau=3|opt=d|lang=ko,topik2_listen_37_3_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_2_d.png,nghe,topik2,listen,91,2,d,en,type=nghe|level=topik2|cau=2|opt=d|lang=en,topik2_listen_91_2_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_2_d.png,nghe,topik2,listen,91,2,d,ko,type=nghe|level=topik2|cau=2|opt=d|lang=ko,topik2_listen_91_2_d,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_3_c.png,nghe,topik2,listen,83,3,c,en,type=nghe|level=topik2|cau=3|opt=c|lang=en,topik2_listen_83_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_3_c.png,nghe,topik2,listen,83,3,c,ko,type=nghe|level=topik2|cau=3|opt=c|lang=ko,topik2_listen_83_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_2_a.png,nghe,topik2,listen,96,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_96_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_2_a.png,nghe,topik2,listen,96,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_96_2_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_c.png,nghe,topik2,listen,60,3,c,en,type=nghe|level=topik2|cau=3|opt=c|lang=en,topik2_listen_60_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_c.png,nghe,topik2,listen,60,3,c,ko,type=nghe|level=topik2|cau=3|opt=c|lang=ko,topik2_listen_60_3_c,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_b.png,nghe,topik2,listen,37,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_37_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/37_2_b.png,nghe,topik2,listen,37,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_37_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_a.png,nghe,topik2,listen,64,2,a,en,type=nghe|level=topik2|cau=2|opt=a|lang=en,topik2_listen_64_2_a,"[TEXT]

[/TEXT]

[DESC]
<description here>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_a.png,nghe,topik2,listen,64,2,a,ko,type=nghe|level=topik2|cau=2|opt=a|lang=ko,topik2_listen_64_2_a,"[TEXT]

[/TEXT]

[DESC]
< 설명이 여기에>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_b.png,nghe,topik2,listen,64,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_64_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/64_2_b.png,nghe,topik2,listen,64,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_64_2_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_2_b.png,nghe,topik2,listen,35,2,b,en,type=nghe|level=topik2|cau=2|opt=b|lang=en,topik2_listen_35_2_b,"[TEXT]

[/TEXT]

[DESC]
A woman with black hair and a white shirt.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_2_b.png,nghe,topik2,listen,35,2,b,ko,type=nghe|level=topik2|cau=2|opt=b|lang=ko,topik2_listen_35_2_b,"[TEXT]

[/TEXT]

[DESC]
검은 머리카락과 흰색 티셔츠의 여자.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_1_b.png,nghe,topik2,listen,96,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_96_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/96_1_b.png,nghe,topik2,listen,96,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_96_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_1_b.png,nghe,topik2,listen,41,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_41_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_1_b.png,nghe,topik2,listen,41,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_41_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_b.png,nghe,topik2,listen,83,1,b,en,type=nghe|level=topik2|cau=1|opt=b|lang=en,topik2_listen_83_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_1_b.png,nghe,topik2,listen,83,1,b,ko,type=nghe|level=topik2|cau=1|opt=b|lang=ko,topik2_listen_83_1_b,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_3_a.png,nghe,topik2,listen,41,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_41_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/41_3_a.png,nghe,topik2,listen,41,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_41_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_3_a.png,nghe,topik2,listen,35,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_35_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/35_3_a.png,nghe,topik2,listen,35,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_35_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_d.png,nghe,topik2,listen,83,2,d,en,type=nghe|level=topik2|cau=2|opt=d|lang=en,topik2_listen_83_2_d,"[TEXT]

[/TEXT]

[DESC]
A girl holding a pot with a plant in it.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/83_2_d.png,nghe,topik2,listen,83,2,d,ko,type=nghe|level=topik2|cau=2|opt=d|lang=ko,topik2_listen_83_2_d,"[TEXT]

[/TEXT]

[DESC]
한 소녀가 한 마리 식물을 들고 있는 냄비를 들고 있는 것.
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_1_d.png,nghe,topik2,listen,91,1,d,en,type=nghe|level=topik2|cau=1|opt=d|lang=en,topik2_listen_91_1_d,"[TEXT]

[/TEXT]

[DESC]
<description here>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/91_1_d.png,nghe,topik2,listen,91,1,d,ko,type=nghe|level=topik2|cau=1|opt=d|lang=ko,topik2_listen_91_1_d,"[TEXT]

[/TEXT]

[DESC]
< 설명이 여기에>
[/DESC]",llava:llava-1.5-7b-hf,ok_new,,scene
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_a.png,nghe,topik2,listen,60,3,a,en,type=nghe|level=topik2|cau=3|opt=a|lang=en,topik2_listen_60_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
/kaggle/input/images-vision2text/data/topik2/listen/1-3/dataset/images/60_3_a.png,nghe,topik2,listen,60,3,a,ko,type=nghe|level=topik2|cau=3|opt=a|lang=ko,topik2_listen_60_3_a,,llava:llava-1.5-7b-hf,infer_fail,"Expected all tensors to be on the same device, but found at least two devices, cuda:1 and cuda:0! (when checking argument for argument weight in method wrapper_CUDA__cudnn_convolution)",pure_text
